
---------- Begin Simulation Statistics ----------
simSeconds                                   0.003220                       # Number of seconds simulated (Second)
simTicks                                   3219512500                       # Number of ticks simulated (Tick)
finalTick                                  3219512500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     23.94                       # Real time elapsed on the host (Second)
hostTickRate                                134496394                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    2255744                       # Number of bytes of host memory used (Byte)
simInsts                                     10000000                       # Number of instructions simulated (Count)
simOps                                       11814317                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   417753                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     493546                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                          6439026                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        15956950                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      113                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       13688813                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  80377                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              4142709                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          12484168                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  17                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             6420063                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.132193                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.049898                       # Number of insts issued each cycle (Count)
system.cpu.statIssuedInstType_0::FloatMemWrite            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::IprAccess            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::InstPrefetch            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::total       13688813                       # Number of instructions issued per FU type, per thread (Count)
system.cpu.issueRate                         2.125914                       # Inst issue rate ((Count/Cycle))
system.cpu.fuBusy                               38525                       # FU busy when requested (Count)
system.cpu.fuBusyRate                        0.002814                       # FU busy rate (busy events/executed inst) ((Count/Count))
system.cpu.intInstQueueReads                 33916590                       # Number of integer instruction queue reads (Count)
system.cpu.intInstQueueWrites                20099913                       # Number of integer instruction queue writes (Count)
system.cpu.intInstQueueWakeupAccesses        13227328                       # Number of integer instruction queue wakeup accesses (Count)
system.cpu.fpInstQueueReads                         0                       # Number of floating instruction queue reads (Count)
system.cpu.fpInstQueueWrites                        0                       # Number of floating instruction queue writes (Count)
system.cpu.fpInstQueueWakeupAccesses                0                       # Number of floating instruction queue wakeup accesses (Count)
system.cpu.vecInstQueueReads                        0                       # Number of vector instruction queue reads (Count)
system.cpu.vecInstQueueWrites                       0                       # Number of vector instruction queue writes (Count)
system.cpu.vecInstQueueWakeupAccesses               0                       # Number of vector instruction queue wakeup accesses (Count)
system.cpu.intAluAccesses                    13727337                       # Number of integer alu accesses (Count)
system.cpu.fpAluAccesses                            0                       # Number of floating point alu accesses (Count)
system.cpu.vecAluAccesses                           0                       # Number of vector alu accesses (Count)
system.cpu.numInsts                          13459489                       # Number of executed instructions (Count)
system.cpu.numLoadInsts                       1359219                       # Number of load instructions executed (Count)
system.cpu.numSquashedInsts                    229323                       # Number of squashed instructions skipped in execute (Count)
system.cpu.numSwp                                   0                       # Number of swp insts executed (Count)
system.cpu.numNop                                   0                       # Number of nop insts executed (Count)
system.cpu.numRefs                            2481808                       # Number of memory reference insts executed (Count)
system.cpu.numBranches                        1628749                       # Number of branches executed (Count)
system.cpu.numStoreInsts                      1122589                       # Number of stores executed (Count)
system.cpu.numRate                           2.090299                       # Inst execution rate ((Count/Cycle))
system.cpu.timesIdled                             195                       # Number of times that the entire CPU went into an idle state and unscheduled itself (Count)
system.cpu.idleCycles                           18963                       # Total number of cycles that the CPU has spent unscheduled due to idling (Cycle)
system.cpu.committedInsts                    10000000                       # Number of Instructions Simulated (Count)
system.cpu.committedOps                      11814317                       # Number of Ops (including micro ops) Simulated (Count)
system.cpu.cpi                               0.643903                       # CPI: Cycles Per Instruction ((Cycle/Count))
system.cpu.totalCpi                          0.643903                       # CPI: Total CPI of All Threads ((Cycle/Count))
system.cpu.ipc                               1.553030                       # IPC: Instructions Per Cycle ((Count/Cycle))
system.cpu.totalIpc                          1.553030                       # IPC: Total IPC of All Threads ((Count/Cycle))
system.cpu.intRegfileReads                   17092212                       # Number of integer regfile reads (Count)
system.cpu.intRegfileWrites                  10604605                       # Number of integer regfile writes (Count)
system.cpu.vecRegfileReads                         32                       # number of vector regfile reads (Count)
system.cpu.ccRegfileReads                    43995716                       # number of cc regfile reads (Count)
system.cpu.ccRegfileWrites                    5360920                       # number of cc regfile writes (Count)
system.cpu.miscRegfileReads                   2255632                       # number of misc regfile reads (Count)
system.cpu.miscRegfileWrites                      165                       # number of misc regfile writes (Count)
system.cpu.MemDepUnit__0.insertedLoads        1366724                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.insertedStores       1346209                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.conflictingLoads       202209                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__0.conflictingStores       342747                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__1.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__1.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__2.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__2.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__3.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__3.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.branchPred.lookups                 2417005                       # Number of BP lookups (Count)
system.cpu.branchPred.condPredicted           1632675                       # Number of conditional branches predicted (Count)
system.cpu.branchPred.condIncorrect            164045                       # Number of conditional branches incorrect (Count)
system.cpu.branchPred.BTBLookups              1522279                       # Number of BTB lookups (Count)
system.cpu.branchPred.BTBHits                 1292417                       # Number of BTB hits (Count)
system.cpu.branchPred.BTBHitRatio            0.849001                       # BTB Hit Ratio (Ratio)
system.cpu.branchPred.RASUsed                  525177                       # Number of times the RAS was used to get a target. (Count)
system.cpu.branchPred.RASIncorrect              64925                       # Number of incorrect RAS predictions. (Count)
system.cpu.branchPred.indirectLookups             236                       # Number of indirect predictor lookups. (Count)
system.cpu.branchPred.indirectHits                 17                       # Number of indirect target hits. (Count)
system.cpu.branchPred.indirectMisses              219                       # Number of indirect misses. (Count)
system.cpu.branchPred.indirectMispredicted           87                       # Number of mispredicted indirect branches. (Count)
system.cpu.commit.commitSquashedInsts         4138226                       # The number of squashed insts skipped by commit (Count)
system.cpu.commit.commitNonSpecStalls              96                       # The number of times commit has been forced to stall to communicate backwards (Count)
system.cpu.commit.branchMispredicts            163869                       # The number of times a branch was mispredicted (Count)
system.cpu.commit.numCommittedDist::samples      5846805                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::mean     2.020645                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::stdev     2.311191                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::0         1861504     31.84%     31.84% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::1         1582406     27.06%     58.90% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::2          503194      8.61%     67.51% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::3          651507     11.14%     78.65% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::4          388048      6.64%     85.29% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::5          229936      3.93%     89.22% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::6          221377      3.79%     93.01% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::7           29796      0.51%     93.52% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::8          379037      6.48%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::total      5846805                       # Number of insts commited each cycle (Count)
system.cpu.commit.instsCommitted             10000000                       # Number of instructions committed (Count)
system.cpu.commit.opsCommitted               11814317                       # Number of ops (including micro ops) committed (Count)
system.cpu.commit.memRefs                     2148215                       # Number of memory references committed (Count)
system.cpu.commit.loads                       1047177                       # Number of loads committed (Count)
system.cpu.commit.amos                              0                       # Number of atomic instructions committed (Count)
system.cpu.commit.membars                          42                       # Number of memory barriers committed (Count)
system.cpu.commit.branches                    1423131                       # Number of branches committed (Count)
system.cpu.commit.vectorInstructions                0                       # Number of committed Vector instructions. (Count)
system.cpu.commit.floating                          0                       # Number of committed floating point instructions. (Count)
system.cpu.commit.integer                    11217603                       # Number of committed integer instructions. (Count)
system.cpu.commit.functionCalls                386128                       # Number of function calls committed. (Count)
system.cpu.commit.committedInstType_0::No_OpClass            0      0.00%      0.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntAlu      9476257     80.21%     80.21% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntMult       189845      1.61%     81.82% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntDiv            0      0.00%     81.82% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatAdd            0      0.00%     81.82% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatCmp            0      0.00%     81.82% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatCvt            0      0.00%     81.82% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMult            0      0.00%     81.82% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMultAcc            0      0.00%     81.82% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatDiv            0      0.00%     81.82% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMisc            0      0.00%     81.82% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatSqrt            0      0.00%     81.82% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAdd            0      0.00%     81.82% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAddAcc            0      0.00%     81.82% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAlu            0      0.00%     81.82% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCmp            0      0.00%     81.82% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCvt            0      0.00%     81.82% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMisc            0      0.00%     81.82% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMult            0      0.00%     81.82% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMultAcc            0      0.00%     81.82% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShift            0      0.00%     81.82% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShiftAcc            0      0.00%     81.82% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdDiv            0      0.00%     81.82% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSqrt            0      0.00%     81.82% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatAdd            0      0.00%     81.82% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatAlu            0      0.00%     81.82% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatCmp            0      0.00%     81.82% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatCvt            0      0.00%     81.82% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatDiv            0      0.00%     81.82% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMisc            0      0.00%     81.82% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMult            0      0.00%     81.82% # Class of committed instruction (Count)
